name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,feature
Candy Cane Lane,Everyday Is Christmas,Sia,2017-11-17,3.54,67,0.589,0.00366,0.589,0.91,4.8700000000000005e-05,0.0843,-4.206,0.0623,130.017,4,2017,True
Snowman,Everyday Is Christmas,Sia,2017-11-17,2.77,72,0.716,0.483,0.716,0.512,0.0,0.0928,-6.257000000000001,0.0331,104.95700000000001,3,2017,True
Snowflake,Everyday Is Christmas,Sia,2017-11-17,4.05,59,0.586,0.43799999999999994,0.586,0.359,0.0,0.0988,-8.552999999999999,0.0298,134.351,4,2017,True
Ho Ho Ho,Everyday Is Christmas,Sia,2017-11-17,3.43,65,0.716,0.0338,0.716,0.742,0.0,0.105,-5.103,0.0407,129.014,4,2017,True
Puppies Are Forever,Everyday Is Christmas,Sia,2017-11-17,3.72,58,0.462,0.0241,0.462,0.9440000000000001,0.0,0.134,-3.588,0.141,169.926,4,2017,True
Sunshine,Everyday Is Christmas,Sia,2017-11-17,3.43,57,0.35700000000000004,0.0881,0.35700000000000004,0.831,0.0,0.0629,-3.99,0.0586,137.864,5,2017,True
Underneath The Mistletoe,Everyday Is Christmas,Sia,2017-11-17,3.84,64,0.601,0.0134,0.601,0.688,0.0,0.115,-5.51,0.0322,123.945,4,2017,True
Everyday Is Christmas,Everyday Is Christmas,Sia,2017-11-17,3.39,61,0.5529999999999999,0.039,0.5529999999999999,0.512,6.3e-06,0.10300000000000001,-6.216,0.0285,148.07399999999998,3,2017,True
Underneath The Christmas Lights,Everyday Is Christmas,Sia,2017-11-17,3.61,57,0.36200000000000004,0.981,0.36200000000000004,0.17300000000000001,2.9199999999999998e-05,0.105,-9.902000000000001,0.0377,115.34700000000001,4,2017,True
Round and Round,Everyday Is Christmas (Deluxe),Sia,2018-11-01,2.49,54,0.7909999999999999,0.0499,0.7909999999999999,0.91,0.00419,0.0703,-3.105,0.0752,119.947,4,2018,True
Sing For My Life,Everyday Is Christmas (Deluxe),Sia,2018-11-01,3.74,54,0.5539999999999999,0.552,0.5539999999999999,0.484,1.21e-06,0.159,-5.3870000000000005,0.0289,124.149,4,2018,True
My Old Santa Claus,Everyday Is Christmas (Deluxe),Sia,2018-11-01,3.41,57,0.621,0.0168,0.621,0.885,0.0,0.0702,-4.124,0.154,122.0,4,2018,True
Free Me,Free Me,Sia,2017-06-09,4.77,45,0.26899999999999996,0.8490000000000001,0.26899999999999996,0.455,4.24e-06,0.14,-3.6,0.0285,87.0,4,2017,True
Living Out Loud,Living Out Loud,Brooke Candy,2017-02-03,3.99,42,0.47200000000000003,0.0107,0.47200000000000003,0.7959999999999999,3.5e-05,0.121,-4.9110000000000005,0.045,129.811,4,2017,False
One Million Bullets,This Is Acting (Deluxe Version),Sia,2016-10-21,4.2,54,0.365,0.102,0.365,0.7170000000000001,0.0,0.467,-4.113,0.0521,171.827,4,2016,True
Move Your Body,This Is Acting (Deluxe Version),Sia,2016-10-21,4.12,61,0.617,0.00117,0.617,0.8420000000000001,0.261,0.131,-4.062,0.034,127.955,4,2016,True
Reaper,This Is Acting (Deluxe Version),Sia,2016-10-21,3.66,57,0.5670000000000001,0.0355,0.5670000000000001,0.773,0.00011,0.0901,-3.344,0.0451,82.947,4,2016,True
House On Fire,This Is Acting (Deluxe Version),Sia,2016-10-21,4.02,57,0.523,0.000425,0.523,0.782,0.106,0.135,-6.01,0.054000000000000006,179.967,4,2016,True
Footprints,This Is Acting (Deluxe Version),Sia,2016-10-21,3.22,53,0.557,0.027000000000000003,0.557,0.759,0.0006259999999999999,0.318,-4.986000000000001,0.0346,92.986,4,2016,True
Sweet Design,This Is Acting (Deluxe Version),Sia,2016-10-21,2.43,49,0.779,0.0236,0.779,0.934,0.0177,0.271,-2.0269999999999997,0.18899999999999997,103.98200000000001,4,2016,True
Broken Glass,This Is Acting (Deluxe Version),Sia,2016-10-21,4.42,53,0.406,0.0128,0.406,0.917,0.0571,0.12,-2.812,0.0662,154.033,4,2016,True
Space Between,This Is Acting (Deluxe Version),Sia,2016-10-21,4.8,50,0.23800000000000002,0.6759999999999999,0.23800000000000002,0.501,0.0011099999999999999,0.096,-7.147,0.0359,101.479,5,2016,True
Confetti,This Is Acting (Deluxe Version),Sia,2016-10-21,4.1,54,0.408,0.26899999999999996,0.408,0.711,4.41e-06,0.111,-3.455,0.0462,80.389,4,2016,True
Move Your Body - Alan Walker Remix,This Is Acting (Deluxe Version),Sia,2016-10-21,3.63,68,0.636,0.0834,0.636,0.789,0.0008960000000000001,0.391,-4.905,0.0892,128.028,4,2016,True
Midnight Decisions,This Is Acting (Deluxe Version),Sia,2016-10-21,3.72,52,0.591,0.0673,0.591,0.6579999999999999,7.03e-05,0.21100000000000002,-4.492,0.0299,112.36,4,2016,True
Jesus Wept,This Is Acting (Deluxe Version),Sia,2016-10-21,5.49,47,0.282,0.8540000000000001,0.282,0.28300000000000003,0.0608,0.23199999999999998,-8.866,0.0316,112.366,4,2016,True
The Greatest - KDA Remix,The Greatest (KDA Remix),Sia,2016-12-23,3.68,32,0.882,0.0116,0.882,0.775,0.29100000000000004,0.10800000000000001,-5.749,0.0533,122.025,4,2016,True
Unstoppable - Perfect Isn't Pretty Mix - Ariel Rechtshaid Version,Unstoppable (Perfect Isn't Pretty Mix - Ariel Rechtshaid Version),Sia,2016-07-13,3.76,34,0.542,0.256,0.542,0.516,0.0,0.076,-6.247999999999999,0.0736,79.18,4,2016,True
Bird Set Free - Live from The Village,Spotify Sessions,Sia,2016-04-13,5.23,46,0.389,0.8809999999999999,0.389,0.415,2.29e-06,0.138,-5.77,0.0307,139.417,4,2016,True
Elastic Heart - Live from The Village,Spotify Sessions,Sia,2016-04-13,4.45,56,0.409,0.887,0.409,0.375,0.0,0.125,-6.195,0.0336,128.912,4,2016,True
Space Between - Live from The Village,Spotify Sessions,Sia,2016-04-13,5.6,39,0.278,0.9620000000000001,0.278,0.26899999999999996,0.0,0.107,-7.539,0.0309,139.41,4,2016,True
Alive - Live from The Village,Spotify Sessions,Sia,2016-04-13,4.4,44,0.278,0.9309999999999999,0.278,0.33799999999999997,0.0023899999999999998,0.109,-8.047,0.0379,183.415,4,2016,True
Chandelier - Live from The Village,Spotify Sessions,Sia,2016-04-13,3.96,56,0.44799999999999995,0.9670000000000001,0.44799999999999995,0.336,1.03e-06,0.11,-7.706,0.0336,81.568,4,2016,True
Broken Glass - Live from The Village,Spotify Sessions,Sia,2016-04-13,5.19,52,0.392,0.9390000000000001,0.392,0.324,6.24e-06,0.134,-7.005,0.0293,141.042,4,2016,True
Cheap Thrills Remix,Cheap Thrills Remix,Sia,2016-06-17,3.54,57,0.534,0.0776,0.534,0.7490000000000001,1.47e-06,0.0906,-5.562,0.0749,179.975,4,2016,True
Cheap Thrills - Hex Cougar Remix,Cheap Thrills (Remixes),Sia,2016-04-08,3.83,38,0.628,0.428,0.628,0.7240000000000001,1.28e-06,0.105,-3.716,0.0689,95.00399999999999,4,2016,True
Cheap Thrills - Le Youth Remix,Cheap Thrills (Remixes),Sia,2016-04-08,3.66,35,0.753,0.00162,0.753,0.862,0.191,0.32899999999999996,-4.5760000000000005,0.0927,119.992,4,2016,True
Cheap Thrills - RAC Remix,Cheap Thrills (Remixes),Sia,2016-04-08,4.16,28,0.6629999999999999,0.00299,0.6629999999999999,0.706,0.0337,0.099,-4.056,0.0351,89.98700000000001,4,2016,True
Cheap Thrills - Nomero Remix,Cheap Thrills (Remixes),Sia,2016-04-08,4.2,31,0.6940000000000001,0.0946,0.6940000000000001,0.669,0.239,0.113,-5.087,0.0737,90.027,4,2016,True
Cheap Thrills - Sted-E & Hybrid Heights Remix,Cheap Thrills (Remixes),Sia,2016-04-08,5.59,22,0.838,0.00156,0.838,0.7140000000000001,0.024,0.0604,-6.07,0.0864,118.993,4,2016,True
Cheap Thrills - Cyril Hahn Remix,Cheap Thrills (Remixes),Sia,2016-04-08,4.77,29,0.634,9.279999999999999e-05,0.634,0.953,0.816,0.11199999999999999,-5.425,0.0332,126.015,4,2016,True
"Cheap Thrills - John ""J-C"" Carr Remix",Cheap Thrills (Remixes),Sia,2016-04-08,5.27,33,0.747,0.0362,0.747,0.838,0.00525,0.0772,-5.212999999999999,0.0776,128.002,4,2016,True
Alive - Plastic Plates Remix,Alive (Remixes),Sia,2015-12-08,4.98,25,0.7979999999999999,0.02,0.7979999999999999,0.5920000000000001,0.1,0.305,-6.502999999999999,0.0749,105.02600000000001,4,2015,True
Alive - Maya Jane Coles Remix,Alive (Remixes),Sia,2015-12-08,5.13,31,0.687,0.0945,0.687,0.807,0.318,0.12,-6.574,0.0325,110.00399999999999,4,2015,True
Alive - AFSHeeN Remix,Alive (Remixes),Sia,2015-12-08,3.27,26,0.4,0.102,0.4,0.8079999999999999,0.001,0.14400000000000002,-3.8930000000000002,0.114,179.885,3,2015,True
Alive - Boehm Remix,Alive (Remixes),Sia,2015-12-08,3.84,25,0.607,0.0883,0.607,0.672,0.000412,0.0759,-5.194,0.0328,100.01899999999999,4,2015,True
Alive - Cahill Club Mix,Alive (Remixes),Sia,2015-12-08,4.3,36,0.602,0.00296,0.602,0.823,0.259,0.353,-3.5010000000000003,0.0366,122.992,4,2015,True
Bang My Head (feat. Sia & Fetty Wap),Listen Again,David Guetta,2015-11-27,3.22,65,0.599,0.0525,0.599,0.8690000000000001,0.00719,0.10300000000000001,-3.697,0.0789,108.061,4,2015,False
Déjà vu,Déjà vu,Giorgio Moroder,2015-06-12,3.33,46,0.5710000000000001,0.00576,0.5710000000000001,0.78,0.000601,0.501,-4.227,0.0462,127.931,4,2015,False
