name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,feature
Lovin' It,Yours Truly,Ariana Grande,2013-01-01,3.01,50,0.624,0.11199999999999999,0.624,0.821,0.0,0.276,-3.844,0.0422,93.984,4,2013,True
Piano,Yours Truly,Ariana Grande,2013-01-01,3.91,54,0.738,0.163,0.738,0.804,0.0,0.826,-4.2860000000000005,0.0821,120.01700000000001,4,2013,True
Daydreamin',Yours Truly,Ariana Grande,2013-01-01,3.52,53,0.675,0.233,0.675,0.643,0.0,0.561,-6.004,0.0315,114.051,3,2013,True
You’ll Never Know,Yours Truly,Ariana Grande,2013-01-01,3.57,54,0.764,0.0546,0.764,0.8420000000000001,0.0,0.0351,-3.835,0.059000000000000004,105.01799999999999,4,2013,True
Popular Song,Yours Truly,Ariana Grande,2013-01-01,3.34,59,0.665,0.156,0.665,0.809,0.0,0.0613,-4.574,0.0464,99.029,4,2013,True
Better Left Unsaid,Yours Truly,Ariana Grande,2013-01-01,3.52,49,0.585,0.0391,0.585,0.831,0.000144,0.10400000000000001,-4.024,0.0334,130.059,4,2013,True
Wit It This Christmas,Christmas & Chill,Ariana Grande,2015-12-18,2.69,11,0.632,0.128,0.632,0.335,0.0,0.369,-8.245,0.0367,128.086,4,2015,True
December,Christmas & Chill,Ariana Grande,2015-12-18,1.94,11,0.456,0.43700000000000006,0.456,0.39399999999999996,0.0,0.314,-11.302999999999999,0.354,179.15200000000002,4,2015,True
Not Just On Christmas,Christmas & Chill,Ariana Grande,2015-12-18,2.05,9,0.35600000000000004,0.248,0.35600000000000004,0.265,2.9199999999999998e-05,0.139,-7.891,0.0282,80.45100000000001,4,2015,True
True Love,Christmas & Chill,Ariana Grande,2015-12-18,2.77,8,0.579,0.0763,0.579,0.361,1.98e-06,0.11,-7.416,0.0333,102.161,4,2015,True
Winter Things,Christmas & Chill,Ariana Grande,2015-12-18,2.65,16,0.507,0.9309999999999999,0.507,0.207,0.0,0.22899999999999998,-10.215,0.0998,68.6,4,2015,True
Last Christmas,Christmas Kisses,Ariana Grande,2013-01-01,3.39,17,0.677,0.126,0.677,0.7909999999999999,0.0,0.102,-2.772,0.0272,102.986,4,2013,True
Love Is Everything,Christmas Kisses,Ariana Grande,2013-01-01,3.55,10,0.56,0.113,0.56,0.93,0.0,0.276,-3.4389999999999996,0.0912,180.053,4,2013,True
Snow In California,Christmas Kisses,Ariana Grande,2013-01-01,3.44,21,0.647,0.256,0.647,0.544,0.0,0.34600000000000003,-5.947,0.0446,134.922,4,2013,True
Santa Baby,Christmas Kisses,Ariana Grande,2013-01-01,2.85,16,0.722,0.0603,0.722,0.778,0.0,0.282,-5.8260000000000005,0.225,96.008,4,2013,True
Santa Tell Me,Santa Tell Me,Ariana Grande,2014-11-24,3.4,39,0.46399999999999997,0.0464,0.46399999999999997,0.63,0.0,0.295,-7.337000000000001,0.182,132.96,5,2014,True
Focus,Focus,Ariana Grande,2015-10-30,3.52,6,0.612,0.253,0.612,0.875,0.0,0.423,-6.032,0.35100000000000003,99.882,4,2015,True
Jason's Song (Gave It Away),Jason's Song (Gave It Away),Ariana Grande,2016-09-16,4.41,0,0.647,0.449,0.647,0.6559999999999999,1.6800000000000002e-05,0.0755,-4.323,0.0525,106.367,4,2016,True
7 rings (feat. 2 Chainz) - Remix,7 rings (Remix),Ariana Grande,2019-02-01,2.98,57,0.78,0.517,0.78,0.341,0.0,0.0873,-10.162,0.465,70.01100000000001,4,2019,True
Side To Side - Slushii Remix,Side To Side (Remixes),Ariana Grande,2017-02-03,3.37,1,0.5539999999999999,0.095,0.5539999999999999,0.867,5.8299999999999994e-05,0.102,-2.79,0.053,150.066,4,2017,True
Side To Side - Phantoms Remix,Side To Side (Remixes),Ariana Grande,2017-02-03,4.28,0,0.737,0.0226,0.737,0.7390000000000001,1.47e-05,0.0384,-5.334,0.12300000000000001,160.092,4,2017,True
