name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,feature
One,x (Deluxe Edition),Ed Sheeran,2014-06-21,4.21,67,0.46399999999999997,0.877,0.46399999999999997,0.321,0.0,0.0789,-11.12,0.0418,93.52799999999999,4,2014,True
I'm a Mess,x (Deluxe Edition),Ed Sheeran,2014-06-21,4.08,70,0.6970000000000001,0.556,0.6970000000000001,0.377,0.0,0.0999,-7.755,0.0397,138.754,4,2014,True
Sing,x (Deluxe Edition),Ed Sheeran,2014-06-21,3.92,71,0.818,0.304,0.818,0.67,1.22e-06,0.0601,-4.4510000000000005,0.0472,119.988,4,2014,True
Don't,x (Deluxe Edition),Ed Sheeran,2014-06-21,3.66,74,0.8059999999999999,0.0113,0.8059999999999999,0.608,0.0,0.635,-7.007999999999999,0.0659,95.04899999999999,4,2014,True
Nina,x (Deluxe Edition),Ed Sheeran,2014-06-21,3.76,61,0.7909999999999999,0.175,0.7909999999999999,0.669,0.0,0.33,-7.189,0.146,92.01299999999999,4,2014,True
Photograph,x (Deluxe Edition),Ed Sheeran,2014-06-21,4.32,85,0.614,0.607,0.614,0.379,0.00046399999999999995,0.0986,-10.48,0.0476,107.98899999999999,4,2014,True
Bloodstream,x (Deluxe Edition),Ed Sheeran,2014-06-21,5.0,70,0.66,0.529,0.66,0.316,0.000294,0.10400000000000001,-11.567,0.0364,91.20700000000001,4,2014,True
Tenerife Sea,x (Deluxe Edition),Ed Sheeran,2014-06-21,4.02,72,0.53,0.6970000000000001,0.53,0.34600000000000003,1.07e-05,0.105,-10.497,0.0376,121.876,4,2014,True
Runaway,x (Deluxe Edition),Ed Sheeran,2014-06-21,3.42,62,0.767,0.024,0.767,0.449,0.000299,0.151,-7.1579999999999995,0.0364,95.03,4,2014,True
The Man,x (Deluxe Edition),Ed Sheeran,2014-06-21,4.17,59,0.759,0.5760000000000001,0.759,0.725,0.0,0.0771,-7.006,0.158,87.46700000000001,4,2014,True
Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,4.69,84,0.7809999999999999,0.474,0.7809999999999999,0.445,0.0,0.184,-6.061,0.0295,78.998,4,2014,True
Afire Love,x (Deluxe Edition),Ed Sheeran,2014-06-21,5.24,64,0.552,0.46399999999999997,0.552,0.637,1.63e-05,0.136,-6.568,0.0445,97.97,4,2014,True
Take It Back,x (Deluxe Edition),Ed Sheeran,2014-06-21,3.47,59,0.754,0.318,0.754,0.613,0.0,0.335,-6.3420000000000005,0.22899999999999998,113.196,4,2014,True
Shirtsleeves,x (Deluxe Edition),Ed Sheeran,2014-06-21,3.17,58,0.752,0.319,0.752,0.76,0.0,0.335,-5.34,0.0341,107.03399999999999,4,2014,True
Even My Dad Does Sometimes,x (Deluxe Edition),Ed Sheeran,2014-06-21,3.81,59,0.58,0.7559999999999999,0.58,0.318,0.000171,0.11699999999999999,-8.926,0.0279,129.757,3,2014,True
I See Fire,x (Deluxe Edition),Ed Sheeran,2014-06-21,4.99,25,0.6409999999999999,0.638,0.6409999999999999,0.17600000000000002,5.14e-06,0.252,-11.692,0.0349,76.031,4,2014,True
English Rose,x (Wembley Edition),Ed Sheeran,2015-11-13,3.07,51,0.579,0.0977,0.579,0.649,0.0,0.125,-6.522,0.0352,114.59299999999999,4,2015,True
Touch and Go,x (Wembley Edition),Ed Sheeran,2015-11-13,4.02,62,0.812,0.294,0.812,0.542,6.92e-05,0.141,-5.403,0.0444,110.26799999999999,4,2015,True
New York,x (Wembley Edition),Ed Sheeran,2015-11-13,3.93,53,0.728,0.7070000000000001,0.728,0.461,0.0,0.113,-8.726,0.0395,86.014,4,2015,True
Make It Rain,x (Wembley Edition),Ed Sheeran,2015-11-13,6.74,58,0.618,0.7909999999999999,0.618,0.239,0.0,0.1,-8.371,0.0274,96.846,3,2015,True
Parting Glass - Live at Wembley Stadium,x (Wembley Edition),Ed Sheeran,2015-11-13,3.27,46,0.389,0.598,0.389,0.369,0.0,0.96,-6.886,0.0404,102.625,4,2015,True
Small Bump - Live at Wembley Stadium,x (Wembley Edition),Ed Sheeran,2015-11-13,5.05,46,0.69,0.21899999999999997,0.69,0.696,0.0,0.958,-7.432,0.183,125.735,4,2015,True
Lay It All on Me,Lay It All on Me,Rudimental,2015-09-25,4.04,53,0.669,0.141,0.669,0.747,0.0,0.185,-7.108,0.0428,122.531,4,2015,False
The A Team,+,Ed Sheeran,2011-09-09,4.31,70,0.642,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.99600000000001,4,2011,True
Drunk,+,Ed Sheeran,2011-09-09,3.33,68,0.733,0.419,0.733,0.652,2.37e-06,0.521,-9.101,0.0696,99.99799999999999,4,2011,True
U.N.I.,+,Ed Sheeran,2011-09-09,3.81,59,0.42200000000000004,0.32299999999999995,0.42200000000000004,0.405,0.0,0.15,-11.126,0.10099999999999999,74.13,4,2011,True
Grade 8,+,Ed Sheeran,2011-09-09,3.0,56,0.74,0.0446,0.74,0.807,4.02e-05,0.0538,-9.976,0.0363,101.042,4,2011,True
