,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
24,That's Why You're Beautiful,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,220403,35,0.548,0.00926,0.548,0.604,2.04e-05,0.128,-7.449,0.0308,115.025,4
25,Hello,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,255698,42,0.331,0.197,0.331,0.793,2.93e-06,0.164,-5.196,0.148,97.526,3
26,Radio,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,217060,37,0.614,0.123,0.614,0.754,4.09e-06,0.0906,-5.953,0.0717,135.734,4
27,Video Phone,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,214505,41,0.596,0.00255,0.596,0.767,0.0267,0.437,-8.96,0.146,155.881,4
28,Ego (feat. Kanye West) - Remix,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,283520,42,0.711,0.114,0.711,0.439,0.0,0.0573,-5.156,0.138,78.074,4
29,Why Don't You Love Me,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,216920,46,0.697,0.0453,0.697,0.738,1.1e-06,0.0485,-4.583,0.0808,136.901,4
30,Honesty,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,224165,36,0.565,0.428,0.565,0.442,0.0,0.109,-7.738,0.0309,135.99,4
31,Save The Hero,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,272927,36,0.55,0.632,0.55,0.472,0.0,0.0788,-9.829,0.0334,116.966,4
32,Satellites,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,186316,33,0.403,0.713,0.403,0.161,0.0,0.109,-14.466,0.0321,109.888,4
33,Disappear,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,267354,38,0.489,0.108,0.489,0.332,0.0,0.307,-10.689,0.0277,78.294,4
34,Ave Maria,I AM...SASHA FIERCE - Platinum Edition,Beyoncé,2008,220357,53,0.264,0.783,0.264,0.414,0.0,0.122,-9.563,0.0299,76.38,4
35,Poison,I AM...SASHA FIERCE THE BONUS TRACKS,Beyoncé,2009-11-20,244893,41,0.771,0.171,0.771,0.674,0.0,0.096,-5.136,0.266,125.01,4
36,Beautiful Liar,B'Day Deluxe Edition,Beyoncé,2007-05-29,199853,63,0.764,0.00554,0.764,0.751,0.000237,0.164,-3.74,0.0703,91.977,4
37,Irreplaceable,B'Day Deluxe Edition,Beyoncé,2007-05-29,227853,74,0.447,0.0293,0.447,0.694,5.46e-06,0.167,-4.637,0.382,175.868,4
38,Green Light,B'Day Deluxe Edition,Beyoncé,2007-05-29,210240,49,0.796,0.0682,0.796,0.572,7.82e-06,0.135,-7.019,0.0634,107.045,4
39,Kitty Kat,B'Day Deluxe Edition,Beyoncé,2007-05-29,235680,46,0.814,0.0516,0.814,0.384,0.00305,0.0968,-7.953,0.292,157.992,4
40,Welcome To Hollywood (feat. Jay-Z),B'Day Deluxe Edition,Beyoncé,2007-05-29,198280,42,0.807,0.0118,0.807,0.784,0.000124,0.315,-4.866,0.236,124.821,4
41,Upgrade U,B'Day Deluxe Edition,Beyoncé,2007-05-29,273053,62,0.593,0.00182,0.593,0.68,4.84e-05,0.31,-5.556,0.335,84.547,4
42,Flaws and All,B'Day Deluxe Edition,Beyoncé,2007-05-29,248853,45,0.664,0.234,0.664,0.701,0.00117,0.0646,-7.718,0.0967,151.947,4
43,World Wide Woman,B'Day Deluxe Edition,Beyoncé,2007-05-29,222013,38,0.485,0.144,0.485,0.827,0.0,0.116,-3.707,0.177,92.161,4
44,Get Me Bodied - Extended Mix,B'Day Deluxe Edition,Beyoncé,2007-05-29,379120,51,0.925,0.00408,0.925,0.728,0.0,0.207,-6.82,0.254,96.54,4
45,If,B'Day Deluxe Edition,Beyoncé,2007-05-29,198280,40,0.47,0.248,0.47,0.476,0.0,0.106,-8.825,0.0371,94.922,4
46,Freakum Dress,B'Day Deluxe Edition,Beyoncé,2007-05-29,201200,50,0.681,0.0039,0.681,0.715,5.04e-05,0.0569,-5.148,0.0638,98.96,4
47,Suga Mama,B'Day Deluxe Edition,Beyoncé,2007-05-29,205973,41,0.691,0.212,0.691,0.931,0.000118,0.34,-4.037,0.265,93.852,4
48,Deja Vu (feat. Jay-Z),B'Day Deluxe Edition,Beyoncé,2007-05-29,240280,60,0.644,0.0071,0.644,0.746,1.22e-05,0.0743,-4.941,0.341,105.253,4
49,Ring The Alarm,B'Day Deluxe Edition,Beyoncé,2007-05-29,203346,53,0.458,0.0299,0.458,0.751,0.000155,0.258,-8.395,0.469,169.673,4
50,Resentment,B'Day Deluxe Edition,Beyoncé,2007-05-29,282360,50,0.29,0.6,0.29,0.574,0.0,0.149,-5.387,0.112,197.431,3
51,"Listen (From the Motion Picture ""Dreamgirls"")",B'Day Deluxe Edition,Beyoncé,2007-05-29,219546,61,0.432,0.416,0.432,0.637,0.0,0.113,-3.905,0.0475,122.394,4
52,Amor Gitano,B'Day Deluxe Edition,Beyoncé,2007-05-29,228413,53,0.491,0.473,0.491,0.745,0.0,0.239,-5.631,0.254,167.875,4
53,Listen (Oye) - Spanish Version,B'Day Deluxe Edition,Beyoncé,2007-05-29,221200,42,0.548,0.588,0.548,0.638,0.0,0.101,-3.115,0.0435,122.868,4
54,Irreplaceable (Irreemplazable) - Spanish version,B'Day Deluxe Edition,Beyoncé,2007-05-29,227666,41,0.627,0.0941,0.627,0.705,6.61e-06,0.178,-3.539,0.231,175.861,4
55,Beautiful Liar (Bello Embustero) - Spanish Version,B'Day Deluxe Edition,Beyoncé,2007-05-29,200813,34,0.646,0.0997,0.646,0.806,1.26e-06,0.258,-4.495,0.135,91.962,4
56,Beautiful Liar - Remix,B'Day Deluxe Edition,Beyoncé,2007-05-29,180520,38,0.763,0.0063,0.763,0.761,8.31e-05,0.287,-3.794,0.0544,91.977,4
57,Beautiful Liar (feat. Sasha) - Spanglish Version,B'Day Deluxe Edition,Beyoncé,2007-05-29,199426,33,0.694,0.0034,0.694,0.726,0.00373,0.0801,-5.13,0.042,92.015,4
58,Irreplaceable (Irreemplazable) - Nortena Remix,B'Day Deluxe Edition,Beyoncé,2007-05-29,230746,29,0.511,0.15,0.511,0.808,1.03e-06,0.232,-4.09,0.139,176.042,4
59,Intro - Live,I Am...World Tour,Beyoncé,2010-11-26,71866,38,0.352,6.63e-05,0.352,0.655,0.806,0.659,-10.571,0.0736,148.045,4
60,Crazy In Love - Live,I Am...World Tour,Beyoncé,2010-11-26,323733,49,0.562,0.0496,0.562,0.967,7.37e-05,0.953,-4.919,0.271,99.13,4
61,Naughty Girl - Live,I Am...World Tour,Beyoncé,2010-11-26,154026,43,0.591,0.0488,0.591,0.79,0.000922,0.417,-7.864,0.0956,99.946,4
62,Freakum Dress - Live,I Am...World Tour,Beyoncé,2010-11-26,190986,41,0.429,0.000279,0.429,0.967,0.00215,0.933,-5.08,0.309,99.027,4
63,Get Me Bodied - Live,I Am...World Tour,Beyoncé,2010-11-26,149626,44,0.556,0.141,0.556,0.945,0.000146,0.347,-5.756,0.52,96.618,4
64,Smash Into You - Live,I Am...World Tour,Beyoncé,2010-11-26,231933,41,0.524,0.0196,0.524,0.691,0.00668,0.939,-7.99,0.0332,94.982,4
65,Ave Maria - Live,I Am...World Tour,Beyoncé,2010-11-26,255440,39,0.275,0.613,0.275,0.449,4.25e-05,0.857,-10.563,0.0335,104.838,3
66,Broken-Hearted Girl - Live,I Am...World Tour,Beyoncé,2010-11-26,192480,43,0.297,0.537,0.297,0.596,5.85e-06,0.971,-7.308,0.21,169.502,4
67,If I Were A Boy / You Oughta Know - Live,I Am...World Tour,Beyoncé,2010-11-26,316773,45,0.306,0.0131,0.306,0.945,0.0272,0.892,-5.32,0.424,100.105,4
68,Diva - Live,I Am...World Tour,Beyoncé,2010-11-26,179893,42,0.601,0.00252,0.601,0.939,0.00431,0.289,-7.323,0.309,146.248,4
69,Radio - Live,I Am...World Tour,Beyoncé,2010-11-26,123600,38,0.509,0.0577,0.509,0.739,1.69e-06,0.904,-6.124,0.287,135.995,4
70,Ego (feat. Kanye West) - feat. Kanye West - Live,I Am...World Tour,Beyoncé,2010-11-26,114906,41,0.476,0.367,0.476,0.844,2.68e-06,0.867,-7.971,0.659,83.132,4
71,Hello - Live,I Am...World Tour,Beyoncé,2010-11-26,217466,42,0.426,0.0547,0.426,0.903,2.4e-06,0.924,-6.175,0.236,129.117,4
72,Baby Boy - Live,I Am...World Tour,Beyoncé,2010-11-26,129613,41,0.473,0.0307,0.473,0.84,0.0199,0.475,-8.271,0.313,91.13,4
73,"You Don't Love Me, No No No - Live",I Am...World Tour,Beyoncé,2010-11-26,108626,40,0.395,0.00778,0.395,0.592,0.0348,0.816,-10.841,0.0443,144.848,4
74,Irreplaceable - Live,I Am...World Tour,Beyoncé,2010-11-26,304106,44,0.304,0.0346,0.304,0.921,2.38e-06,0.983,-8.559,0.79,88.515,4
75,Check On It - Live,I Am...World Tour,Beyoncé,2010-11-26,128639,42,0.399,0.235,0.399,0.741,0.0245,0.413,-8.987,0.484,83.213,3
76,Bootylicious - Live,I Am...World Tour,Beyoncé,2010-11-26,50773,39,0.542,0.0064,0.542,0.878,0.0,0.859,-8.096,0.297,103.293,4
77,Upgrade U - Live,I Am...World Tour,Beyoncé,2010-11-26,135866,43,0.565,0.00102,0.565,0.807,0.21,0.971,-7.988,0.293,84.937,4
78,Say My Name - Live,I Am...World Tour,Beyoncé,2010-11-26,139893,43,0.503,0.306,0.503,0.871,0.0,0.823,-6.659,0.404,137.164,4
79,At Last - Live,I Am...World Tour,Beyoncé,2010-11-26,179960,39,0.143,0.306,0.143,0.315,0.00888,0.916,-12.587,0.0368,75.195,3
80,"Listen (From the Motion Picture ""Dreamgirls"") - Live",I Am...World Tour,Beyoncé,2010-11-26,202160,41,0.358,0.193,0.358,0.641,4.55e-05,0.763,-8.823,0.0752,124.061,4
81,Single Ladies (Put a Ring on It) - Live,I Am...World Tour,Beyoncé,2010-11-26,262920,43,0.628,0.018,0.628,0.894,3.52e-05,0.922,-5.448,0.137,97.083,4
82,Halo - Live,I Am...World Tour,Beyoncé,2010-11-26,391893,44,0.261,0.0352,0.261,0.913,0.000241,0.863,-5.795,0.433,143.024,4
83,Outro - Live,I Am...World Tour,Beyoncé,2010-11-26,118653,34,0.326,0.000703,0.326,0.975,0.051,0.815,-5.784,0.233,155.075,4
84,Crazy In Love,Dangerously In Love,Beyoncé,2003-03-10,235933,71,0.664,0.00238,0.664,0.758,0.0,0.0598,-6.583,0.21,99.259,4
85,Naughty Girl,Dangerously In Love,Beyoncé,2003-03-10,208600,59,0.735,0.239,0.735,0.466,6.24e-06,0.102,-8.65,0.0857,99.973,4
86,Baby Boy,Dangerously In Love,Beyoncé,2003-03-10,244866,54,0.689,0.0881,0.689,0.478,2.45e-06,0.357,-9.142,0.231,91.039,4
87,Hip Hop Star,Dangerously In Love,Beyoncé,2003-03-10,222533,36,0.741,0.00213,0.741,0.65,0.000157,0.0526,-8.99,0.131,166.602,3
88,Be With You,Dangerously In Love,Beyoncé,2003-03-10,260160,41,0.71,0.136,0.71,0.451,4.43e-06,0.0966,-6.53,0.093,74.934,4
89,"Me, Myself and I",Dangerously In Love,Beyoncé,2003-03-10,301173,59,0.747,0.228,0.747,0.47,9.86e-05,0.159,-9.08,0.0819,83.615,4
90,Yes,Dangerously In Love,Beyoncé,2003-03-10,259093,42,0.638,0.114,0.638,0.377,9.19e-06,0.302,-11.195,0.346,112.439,4
91,Signs,Dangerously In Love,Beyoncé,2003-03-10,298533,40,0.373,0.151,0.373,0.4,8.4e-06,0.112,-9.81,0.249,74.283,4
92,Speechless,Dangerously In Love,Beyoncé,2003-03-10,360440,42,0.542,0.159,0.542,0.283,0.00333,0.179,-10.277,0.0321,112.726,3
93,That's How You Like It,Dangerously In Love,Beyoncé,2003-03-10,219160,41,0.435,0.168,0.435,0.525,0.0,0.22,-9.753,0.363,84.2,5
94,The Closer I Get to You,Dangerously In Love,Beyoncé,2003-03-10,297800,46,0.63,0.639,0.63,0.3,0.0,0.17,-9.614,0.0521,116.153,4
95,Dangerously In Love,Dangerously In Love,Beyoncé,2003-03-10,293106,51,0.619,0.334,0.619,0.402,0.0,0.177,-8.054,0.0915,99.947,4
96,Beyoncé Interlude,Dangerously In Love,Beyoncé,2003-03-10,16360,0,0.693,0.423,0.693,0.0457,0.0,0.122,-20.803,0.803,133.173,3
97,Gift from Virgo,Dangerously In Love,Beyoncé,2003-03-10,163706,34,0.349,0.904,0.349,0.265,0.0,0.241,-12.79,0.0542,93.615,3
98,Work It Out,Dangerously In Love,Beyoncé,2003-03-10,246066,44,0.683,0.427,0.683,0.763,0.0,0.184,-6.588,0.191,173.954,4
99,'03 Bonnie & Clyde,Dangerously In Love,Beyoncé,2003-03-10,204466,0,0.868,0.237,0.868,0.654,0.0,0.139,-6.179,0.3,89.889,4
