,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
21,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",The Weeknd,2014-12-23,252226,79,0.66,0.391,0.66,0.382,0.0,0.0972,-5.919,0.0304,119.875,3
22,Often,Often,The Weeknd,2014-07-31,250000,2,0.38,0.255,0.38,0.614,0.0,0.0824,-8.439,0.0487,133.906,4
23,Loft Music,Trilogy,The Weeknd,2012-01-01,363640,65,0.287,0.581,0.287,0.498,7.56e-05,0.322,-7.523,0.177,171.725,4
24,Lonely Star,Trilogy,The Weeknd,2012-01-01,349213,57,0.458,0.395,0.458,0.705,0.0195,0.601,-5.463,0.0672,157.97,4
25,In Vein,Mastermind (Deluxe),Rick Ross,2014-01-01,261853,56,0.706,0.281,0.706,0.497,0.0,0.252,-7.216,0.0369,96.988,4
26,Montreal,Trilogy,The Weeknd,2012-01-01,250520,58,0.497,0.0447,0.497,0.803,1.77e-05,0.424,-4.46,0.132,183.883,4
27,Gifted,Excuse My French (Deluxe),French Montana,2013-01-01,248800,44,0.498,0.00824,0.498,0.809,0.0,0.189,-4.304,0.0564,140.27,4
28,Professional,Kiss Land,The Weeknd,2013-01-01,368720,59,0.405,0.162,0.405,0.619,0.000334,0.0788,-8.92,0.0615,120.092,4
29,Too Long (feat. The Weeknd),Blow,A1 Pistol,2015-09-02,211984,0,0.688,0.00147,0.688,0.751,7.48e-05,0.355,-9.187,0.189,116.05,4
30,Or Nah - Remix,Or Nah (Remix),Ty Dolla $ign,2014-06-10,242983,79,0.805,0.22,0.805,0.33,0.0,0.105,-8.712,0.1,121.97,4
31,Initiation,Trilogy,The Weeknd,2013-01-01,260933,20,0.671,0.417,0.671,0.505,0.0,0.184,-7.933,0.113,139.938,4
32,XO / The Host - Album Version (Edited),Trilogy,The Weeknd,2013-01-01,297920,23,0.696,0.123,0.696,0.738,3.18e-06,0.366,-6.829,0.0359,128.035,4
33,Echoes Of Silence,Trilogy,The Weeknd,2013-01-01,240040,21,0.261,0.949,0.261,0.194,0.0106,0.107,-15.174,0.0432,151.302,5
34,Valerie,Trilogy,The Weeknd,2013-01-01,286853,24,0.644,0.339,0.644,0.534,5.82e-06,0.0776,-6.408,0.0487,147.985,4
35,Angel,Beauty Behind The Madness,The Weeknd,2015-08-28,377346,65,0.626,0.105,0.626,0.583,0.0,0.115,-7.574,0.0435,127.956,4
36,Dark Times,Beauty Behind The Madness,The Weeknd,2015-08-28,260640,70,0.501,0.114,0.501,0.403,1.1e-05,0.124,-9.607,0.0752,132.608,3
37,True Colors,Starboy,The Weeknd,2016-11-25,206013,71,0.624,0.284,0.624,0.424,0.0,0.173,-8.237,0.24,76.669,4
38,Attention,Starboy,The Weeknd,2016-11-25,197653,68,0.671,0.682,0.671,0.428,0.0002,0.121,-7.054,0.124,148.041,4
39,Die For You,Starboy,The Weeknd,2016-11-25,260253,77,0.586,0.111,0.586,0.525,0.0,0.134,-7.163,0.0615,133.629,4
40,As You Are,Beauty Behind The Madness,The Weeknd,2015-08-28,340493,65,0.371,0.131,0.371,0.329,0.00625,0.279,-9.667,0.0574,173.661,4
41,Rolling Stone - Album Version (Edited),Trilogy,The Weeknd,2013-01-01,230386,24,0.692,0.396,0.692,0.331,6.34e-06,0.142,-11.808,0.0303,129.973,4
42,Gone - Album Version (Edited),Trilogy,The Weeknd,2013-01-01,487240,23,0.485,0.682,0.485,0.696,0.000728,0.0856,-7.364,0.303,104.325,4
43,Shameless,Beauty Behind The Madness,The Weeknd,2015-08-28,253506,69,0.603,0.146,0.603,0.562,0.0,0.109,-8.311,0.0267,100.038,4
44,Acquainted,Beauty Behind The Madness,The Weeknd,2015-08-28,348853,73,0.372,0.484,0.372,0.477,0.0,0.0844,-9.838,0.0497,101.097,4
45,Tell Your Friends,Beauty Behind The Madness,The Weeknd,2015-08-28,334333,69,0.565,0.265,0.565,0.454,0.0,0.181,-11.091,0.0461,74.809,4
46,Party Monster,Starboy,The Weeknd,2016-11-25,249213,74,0.572,0.188,0.572,0.631,2.31e-05,0.259,-8.389,0.104,77.519,4
47,Reminder,Starboy,The Weeknd,2016-11-25,218880,75,0.705,0.142,0.705,0.505,0.0,0.164,-6.923,0.192,160.043,4
48,Secrets,Starboy,The Weeknd,2016-11-25,265600,72,0.665,0.0155,0.665,0.771,9.6e-06,0.46,-5.779,0.0533,109.945,4
49,Sidewalks,Starboy,The Weeknd,2016-11-25,231360,72,0.542,0.147,0.542,0.721,0.0,0.348,-5.136,0.0625,149.831,4
50,Prisoner,Beauty Behind The Madness,The Weeknd,2015-08-28,274960,66,0.55,0.441,0.55,0.404,0.00022,0.11,-12.755,0.0398,135.016,4
51,Nothing Without You,Starboy,The Weeknd,2016-11-25,198653,67,0.599,0.064,0.599,0.635,0.0,0.0878,-8.101,0.0679,109.919,4
52,All I Know,Starboy,The Weeknd,2016-11-25,321026,67,0.469,0.418,0.469,0.417,0.000189,0.102,-10.614,0.0704,120.012,4
53,House Of Balloons / Glass Table Girls,Trilogy,The Weeknd,2012-01-01,405213,62,0.65,0.0123,0.65,0.711,0.00943,0.301,-5.417,0.0377,89.019,4
54,The Morning,Trilogy,The Weeknd,2012-01-01,312426,71,0.652,0.317,0.652,0.549,0.0,0.104,-7.555,0.039,120.073,4
55,Life Of The Party,Trilogy,The Weeknd,2012-01-01,296226,56,0.554,0.0237,0.554,0.696,4.51e-05,0.505,-7.664,0.0335,138.051,4
56,Thursday,Trilogy,The Weeknd,2012-01-01,320026,55,0.307,0.472,0.307,0.625,0.000577,0.144,-8.983,0.062,180.467,3
57,Gone,Trilogy,The Weeknd,2012-01-01,486773,55,0.494,0.708,0.494,0.697,0.000405,0.0602,-7.232,0.309,107.669,4
58,Rolling Stone,Trilogy,The Weeknd,2012-01-01,230546,58,0.693,0.405,0.693,0.323,2.19e-05,0.149,-11.97,0.0306,129.964,4
59,Heaven Or Las Vegas,Trilogy,The Weeknd,2012-01-01,353306,54,0.524,0.014,0.524,0.708,0.000166,0.13,-8.217,0.0603,125.025,4
60,Valerie,Trilogy,The Weeknd,2012-01-01,286680,63,0.641,0.346,0.641,0.539,7.04e-06,0.0837,-6.351,0.0463,148.004,4
61,XO / The Host,Trilogy,The Weeknd,2012-01-01,443986,56,0.438,0.375,0.438,0.593,1.8e-05,0.388,-7.786,0.049,127.994,4
62,Initiation,Trilogy,The Weeknd,2012-01-01,260693,54,0.659,0.45,0.659,0.526,0.0,0.292,-7.318,0.14,139.748,4
63,Echoes Of Silence,Trilogy,The Weeknd,2012-01-01,240066,56,0.214,0.951,0.214,0.156,0.00797,0.101,-17.515,0.0443,75.654,5
64,The Fall,Trilogy,The Weeknd,2012-01-01,345160,55,0.464,0.248,0.464,0.688,0.000261,0.629,-7.444,0.0549,75.054,4
65,Belong To The World,Kiss Land,The Weeknd,2013-01-01,307173,52,0.501,0.00392,0.501,0.858,0.0,0.119,-6.27,0.0578,121.018,4
66,Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-30,228373,25,0.449,0.211,0.449,0.599,0.0,0.327,-4.892,0.0369,134.144,3
67,Try Me,"My Dear Melancholy,",The Weeknd,2018-03-30,221106,18,0.466,0.622,0.466,0.672,0.00108,0.147,-5.777,0.068,91.673,4
68,Wasted Times,"My Dear Melancholy,",The Weeknd,2018-03-30,220293,17,0.562,0.622,0.562,0.674,2.04e-05,0.111,-6.049,0.0851,122.699,4
69,I Was Never There,"My Dear Melancholy,",The Weeknd,2018-03-30,241066,15,0.324,0.135,0.324,0.735,4.84e-05,0.169,-4.054,0.0337,113.923,4
70,Hurt You,"My Dear Melancholy,",The Weeknd,2018-03-30,230026,17,0.484,0.3,0.484,0.716,0.00214,0.112,-7.193,0.167,184.131,4
71,Privilege,"My Dear Melancholy,",The Weeknd,2018-03-30,170573,15,0.391,0.913,0.391,0.595,0.00557,0.145,-7.094,0.0411,93.78,4
72,Wanderlust,Kiss Land,The Weeknd,2013-01-01,306773,54,0.637,0.0668,0.637,0.652,0.175,0.0714,-5.237,0.0435,115.924,4
73,D.D.,Trilogy,The Weeknd,2012-01-01,275493,65,0.68,0.479,0.68,0.707,0.0,0.511,-7.225,0.0987,119.993,4
74,Enemy,Enemy,XO,2018-05-01,280480,12,0.712,0.0708,0.712,0.561,0.0,0.373,-5.653,0.0808,126.317,4
75,King of the Fall,King of the Fall,XO,2018-09-06,301635,54,0.581,0.11,0.581,0.734,0.0,0.253,-5.262,0.0411,78.055,4
76,The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,83,0.58,0.0671,0.58,0.565,0.0,0.135,-7.065,0.0488,112.986,4
77,Remember You (feat. The Weeknd),O.N.I.F.C. (Deluxe),Wiz Khalifa,2012-12-04,289600,55,0.726,0.217,0.726,0.775,0.0,0.212,-4.174,0.269,127.943,4
78,Heartless,Heartless,The Weeknd,2019-11-27,200080,91,0.531,0.00632,0.531,0.75,7.6e-05,0.117,-5.831,0.111,169.954,4
