,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
65,Space Between,This Is Acting (Deluxe Version),Sia,2016-10-21,287773,50,0.238,0.676,0.238,0.501,0.00111,0.096,-7.147,0.0359,101.479,5
66,Cheap Thrills,This Is Acting (Deluxe Version),Sia,2016-10-21,224493,62,0.592,0.0599,0.592,0.788,2.54e-06,0.125,-4.924,0.201,89.949,4
67,The Greatest,This Is Acting (Deluxe Version),Sia,2016-10-21,210226,76,0.668,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4
68,Confetti,This Is Acting (Deluxe Version),Sia,2016-10-21,246173,54,0.408,0.269,0.408,0.711,4.41e-06,0.111,-3.455,0.0462,80.389,4
69,Move Your Body - Alan Walker Remix,This Is Acting (Deluxe Version),Sia,2016-10-21,217906,68,0.636,0.0834,0.636,0.789,0.000896,0.391,-4.905,0.0892,128.028,4
70,Midnight Decisions,This Is Acting (Deluxe Version),Sia,2016-10-21,222973,52,0.591,0.0673,0.591,0.658,7.03e-05,0.211,-4.492,0.0299,112.36,4
71,Jesus Wept,This Is Acting (Deluxe Version),Sia,2016-10-21,329373,47,0.282,0.854,0.282,0.283,0.0608,0.232,-8.866,0.0316,112.366,4
72,The Greatest,This Is Acting (Deluxe Version),Sia,2016-10-21,210920,65,0.639,0.0174,0.639,0.785,0.00107,0.0512,-6.167,0.174,191.95,4
73,The Greatest - KDA Remix,The Greatest (KDA Remix),Sia,2016-12-23,221093,32,0.882,0.0116,0.882,0.775,0.291,0.108,-5.749,0.0533,122.025,4
74,Angel By The Wings,Angel By The Wings,Sia,2016-12-02,319200,63,0.522,0.294,0.522,0.53,5.19e-05,0.0997,-4.812,0.033,104.039,4
75,Never Give Up,"Never Give Up (From ""Lion"" Soundtrack)",Sia,2016-11-18,221986,68,0.568,0.00497,0.568,0.936,0.0138,0.12,-2.961,0.053,91.009,4
76,Satisfied (feat. Miguel & Queen Latifah),Satisfied (feat. Miguel & Queen Latifah) [from The Hamilton Mixtape],Sia,2016-11-11,318390,55,0.58,0.497,0.58,0.544,0.0,0.168,-7.636,0.0697,123.984,4
77,Unstoppable - Perfect Isn't Pretty Mix - Ariel Rechtshaid Version,Unstoppable (Perfect Isn't Pretty Mix - Ariel Rechtshaid Version),Sia,2016-07-13,225640,34,0.542,0.256,0.542,0.516,0.0,0.076,-6.248,0.0736,79.18,4
78,Bird Set Free - Live from The Village,Spotify Sessions,Sia,2016-04-13,313626,46,0.389,0.881,0.389,0.415,2.29e-06,0.138,-5.77,0.0307,139.417,4
79,Elastic Heart - Live from The Village,Spotify Sessions,Sia,2016-04-13,266720,56,0.409,0.887,0.409,0.375,0.0,0.125,-6.195,0.0336,128.912,4
80,Space Between - Live from The Village,Spotify Sessions,Sia,2016-04-13,336080,39,0.278,0.962,0.278,0.269,0.0,0.107,-7.539,0.0309,139.41,4
81,Alive - Live from The Village,Spotify Sessions,Sia,2016-04-13,264173,44,0.278,0.931,0.278,0.338,0.00239,0.109,-8.047,0.0379,183.415,4
82,Chandelier - Live from The Village,Spotify Sessions,Sia,2016-04-13,237333,56,0.448,0.967,0.448,0.336,1.03e-06,0.11,-7.706,0.0336,81.568,4
83,Broken Glass - Live from The Village,Spotify Sessions,Sia,2016-04-13,311266,52,0.392,0.939,0.392,0.324,6.24e-06,0.134,-7.005,0.0293,141.042,4
84,Cheap Thrills Remix,Cheap Thrills Remix,Sia,2016-06-17,212160,57,0.534,0.0776,0.534,0.749,1.47e-06,0.0906,-5.562,0.0749,179.975,4
85,Cheap Thrills - Hex Cougar Remix,Cheap Thrills (Remixes),Sia,2016-04-08,229693,38,0.628,0.428,0.628,0.724,1.28e-06,0.105,-3.716,0.0689,95.004,4
86,Cheap Thrills - Le Youth Remix,Cheap Thrills (Remixes),Sia,2016-04-08,219333,35,0.753,0.00162,0.753,0.862,0.191,0.329,-4.576,0.0927,119.992,4
87,Cheap Thrills - RAC Remix,Cheap Thrills (Remixes),Sia,2016-04-08,249400,28,0.663,0.00299,0.663,0.706,0.0337,0.099,-4.056,0.0351,89.987,4
88,Cheap Thrills - Nomero Remix,Cheap Thrills (Remixes),Sia,2016-04-08,251773,31,0.694,0.0946,0.694,0.669,0.239,0.113,-5.087,0.0737,90.027,4
89,Cheap Thrills - Sted-E & Hybrid Heights Remix,Cheap Thrills (Remixes),Sia,2016-04-08,335440,22,0.838,0.00156,0.838,0.714,0.024,0.0604,-6.07,0.0864,118.993,4
90,Cheap Thrills - Cyril Hahn Remix,Cheap Thrills (Remixes),Sia,2016-04-08,285973,29,0.634,9.28e-05,0.634,0.953,0.816,0.112,-5.425,0.0332,126.015,4
91,"Cheap Thrills - John ""J-C"" Carr Remix",Cheap Thrills (Remixes),Sia,2016-04-08,316026,33,0.747,0.0362,0.747,0.838,0.00525,0.0772,-5.213,0.0776,128.002,4
92,Alive - Plastic Plates Remix,Alive (Remixes),Sia,2015-12-08,298600,25,0.798,0.02,0.798,0.592,0.1,0.305,-6.503,0.0749,105.026,4
93,Alive - Maya Jane Coles Remix,Alive (Remixes),Sia,2015-12-08,307933,31,0.687,0.0945,0.687,0.807,0.318,0.12,-6.574,0.0325,110.004,4
94,Alive - AFSHeeN Remix,Alive (Remixes),Sia,2015-12-08,196360,26,0.4,0.102,0.4,0.808,0.001,0.144,-3.893,0.114,179.885,3
95,Alive - Boehm Remix,Alive (Remixes),Sia,2015-12-08,230346,25,0.607,0.0883,0.607,0.672,0.000412,0.0759,-5.194,0.0328,100.019,4
96,Alive - Cahill Club Mix,Alive (Remixes),Sia,2015-12-08,258160,36,0.602,0.00296,0.602,0.823,0.259,0.353,-3.501,0.0366,122.992,4
97,Bang My Head (feat. Sia & Fetty Wap),Listen Again,David Guetta,2015-11-27,193333,65,0.599,0.0525,0.599,0.869,0.00719,0.103,-3.697,0.0789,108.061,4
98,Golden (feat. Sia),Golden (feat. Sia),Travie McCoy,2015-06-15,215142,58,0.602,0.0142,0.602,0.739,0.0,0.371,-5.655,0.0601,82.008,4
99,Déjà vu,Déjà vu,Giorgio Moroder,2015-06-12,200026,46,0.571,0.00576,0.571,0.78,0.000601,0.501,-4.227,0.0462,127.931,4
